Manga_ID,Title,Score,Reach_Members,Loyalty_Favourites,Synopsis,Background,Comic Mag,Genres
2924,Historie,8.19,28180,537,"Alexander the Great is a name known around the world as belonging to one of the greatest military commanders in history. But due to the grandeur of his name and enormity of his achievements, his right-hand man Eumenes remains a lesser-known historical figure. Eumenes led a turbulent life, overcoming numerous struggles and traveling great distances to meet and befriend many of the most influential names of his time.

One does not become the right hand of Alexander the Great by mere birth. Eumenes fought for his position with fierce talent, intellect, and confidence. This is his story. 

[Written by MAL Rewrite]","Historie tells the fictional story of Eumenes, a historical figure who was the secretary and general to Alexander the Great. Since Eumenes' past is largely a mystery, manga author Hitoshi Iwaaki was able to take artistic liberty. The series won the 14th Japan Media Arts Festival Grand Prize in the Manga Division in 2010. In 2012, the manga won the Grand Prize at the 12th Osamu Tezuka Culture Prize. The series has been published digitally in English by Kodansha through K Manga since August 22, 2024.",Afternoon,"Action, Adventure, Award Winning"
55869,Rokka no Yuusha,8.19,15432,415,"Every three hundred years, the Evil God's awakening foretells destruction and despair. To prevent this from happening, heroes known as the Braves of the Six Flowers are chosen by the Spirit of Fate, and marked with a crest as the saviors of the world. No matter what, there are always six heroes—but this time when the chosen convene, seven arrive.

Adlet Mayer, self-proclaimed ""strongest man in the world,"" is one of the seven Braves. Among others, there is also first princess Nashetania Loei Piena Augustra, loyal knight Goldov Auora, feline-esque assassin Hans Humpty, childish yet deadly Chamo Rosso, the stern Mora Chester, and loner Fremy Speeddraw. Though all are likely candidates for being Braves, there is only one explanation for the extra hero—the seventh is an infiltrator attempting to sabotage their mission and tear apart the Braves from within.

With all evidence pointing to him, Adlet becomes the prime suspect, and finds himself on the run, desperately attempting to prove his own innocence. But as the clock continues to tick down, and as the Braves turn on each other, the Evil God's minions restlessly await its return.

[Written by MAL Rewrite]","Rokka no Yuusha was published in English as Rokka: Braves of the Six Flowers by Yen Press under the Yen On imprint from April 18, 2017 to December 11, 2018.",N/A,"Action, Adventure, Fantasy, Mystery"
80375,Otouto no Otto,8.19,14862,288,"Yaichi Origuchi's uneventful day is interrupted by a big, burly foreigner who shows up at his front door and begins to hug him. The man introduces himself as Mike Flanagan, and Yaichi quickly discovers that Mike is the widower of Ryouji, his younger twin brother. Since Ryouji left for Canada a decade ago, Yaichi heard nothing about him other than he married a foreigner and passed away the month before.

While Yaichi is apprehensive about the whole situation, his young daughter Kana is absolutely thrilled at the idea of having a gay Canadian uncle. Kana's lack of understanding of Japanese societal views on homosexuality cause Yaichi to reflect on his own preconceived notions. And as Mike continues to stay with the family, Yaichi gradually learns more about his brother-in-law, and he recalls his own past with Ryouji.

[Written by MAL Rewrite]","Otouto no Otto won the 19th Japan Media Arts Festival Excellence Award in 2015. The French edition of the manga was nominated for Best Comic at the 44th Annual Angoulême International Comics Festival in 2016. In 2018, the series received the Excellence Award at the 47th Japan Cartoonists Association Award. The first volume won the Eisner Award for Best U.S Edition of International Material in the Asia category at the 30th Annual Will Eisner Comic Industry Awards. The manga was published in English as My Brother's Husband by Pantheon Books from May 2, 2017 to September 18, 2018, and in Italian by Panini Comics under the Planet Manga imprint as 2-in-1 omnibus volumes from October 19, 2017 to May 20, 2021. Otouto no Otto was adapted into a Japanese live-action television drama that aired on NHK BS Premium from March 4, 2018 to March 18, 2018.",Monthly Action,"Award Winning, Slice of Life"
58563,Innocent,8.19,69876,2319,"In the 18th century, seeking ""freedom and equality,"" the event that became the starting point of modern French society, the French Revolution, began. There was one more protagonist that lived within the darkness, Charles-Henri Sanson. He was the fourth generation family head of the Sanson family, and the executioner of Paris. This is the story of him nobly facing his harsh fate...","Innocent was nominated for the 18th Tezuka Osamu Cultural Prize Reader Award in 2014. In 2015, it was nominated for the eighth Manga Taishou Award and placed seventh in the final ranking. The series was published in English by Dark Horse Comics as 3-in-1 omnibus volumes from November 22, 2023 to December 3, 2024.",Young Jump,Drama
115746,Shinai naru Boku e Satsui wo Komete,8.19,54313,1494,"Eiji Urashima is just an ordinary university student like everyone else. His college career consists of boozing with his friends and trying to get a girlfriend. On October 23rd, he returns home after a pleasant night of drinking and goes to bed. To his surprise, when Eiji wakes up, a gorgeous girl from his university, Kyouka Yukimura, is lying beside him—claiming to be his girlfriend.

Having no recollection of the event, Eiji goes along with the flow until he is faced with more nonsensical events that took place in the last few days. Walking alongside his friend, Kashiwagi, he cannot help but ask the most intuitive question on his mind: is today not the 24th? ""Eiji, what are you saying? Today's the 27th.""

Three days have passed, yet Eiji cannot recall a thing. The situation takes a dire turn when a magazine writer exposes Eiji's deepest secret in front of Kyouka: he is the son of a serial killer. As his life is thrown into a spiral of disarray, he embarks on a journey to resolve the mess of the last three days and get Kyouka to accept his past.

[Written by MAL Rewrite]","Shinai naru Boku e Satsui wo Komete was published digitally in English as My Dearest Self With Malice Aforethought by Kodansha USA from February 2, 2021, to December 7, 2021. It was also published in Spanish by Panini Comics from October 28, 2021, to June 22, 2023; and in Polish by Studio JG from February 2, 2021, to December 7, 2021. The series was adapted into a Japanese live-action series that aired from October 5, 2022, to November 30, 2022.",Comic Days,"Drama, Mystery, Suspense"
113138,Jujutsu Kaisen,8.19,495742,33763,"Hidden in plain sight, an age-old conflict rages on. Supernatural monsters known as Curses terrorize humanity from the shadows, and powerful humans known as Jujutsu sorcerers use mystical arts to exterminate them. When high school student Yuuji Itadori finds a dried-up finger of the legendary Curse Sukuna Ryoumen, he suddenly finds himself joining this bloody conflict.

Attacked by a Curse attracted to the finger's power, Yuuji makes a reckless decision to protect himself, gaining the power to combat Curses in the process but also unwittingly unleashing the malicious Sukuna into the world once more. Though Yuuji can control and confine Sukuna to his own body, the Jujutsu world classifies Yuuji as a dangerous, high-level Curse who must be exterminated.

Detained and sentenced to death, Yuuji meets Satoru Gojou—a teacher at Jujutsu High School—who explains that despite his imminent execution, there is an alternative for him. Being a rare vessel to Sukuna, if Yuuji were to die, then Sukuna would perish too. Therefore, if Yuuji were to consume the many other remnants of Sukuna, then Yuuji's subsequent execution would truly eradicate the malicious demon. Taking up this chance to make the world safer and live his life for a little longer, Yuuji enrolls in Tokyo Prefectural Jujutsu High School, jumping headfirst into a harsh and unforgiving battlefield.

[Written by MAL Rewrite]","As a part of the JUMP START initiative, the first three chapters of Jujutsu Kaisen were published in English in VIZ Media's digital Weekly Shonen Jump on the same day as the Japanese release. After, the series was added to the MANGA Plus simulpub service, and has been released in print by the same publisher since December 3, 2019. It has also been released in Brazilian Portuguese by Panini Comics since August 21, 2020; and in Polish by Waneko since May 5, 2021.",Shounen Jump (Weekly),"Action, Supernatural"
373,Meteor Methuselah,8.19,20983,701,"Rain Jewlitt, known as the Methuselah, is a spaced-out, immortal, 624-year-old man dressed in priest's clothes. He's got eternal youth and a large price on his head... put there by those questing after the secret of his immortality.

Machika Balfaltin is a tomboyish, energetic 14-year-old girl who, upon the death of her grandfather, sets out to kill Methuselah, the one bounty her assassin grandfather, Zol the Grim Reaper, couldn't kill. Instead, however, Machika ends up being saved by Rain again and again from other aspiring bounty hunters attacking them both.

(Source: Tokyopop)","Meteor Methuselah was partially published in English as Immortal Rain by Tokyopop, who published eight volumes from June 8, 2004 to September 11, 2007. It has been published in Spanish by Milky Way Ediciones as Immortal Rain since February 27, 2017.",Wings,"Action, Adventure, Drama, Fantasy, Romance"
92,Bishoujo Senshi Sailor Moon,8.19,59843,4751,"""In the name of the moon, I shall punish you!""

Usagi Tsukino is a cheerful 14-year-old who attends Juuban Municipal Junior High School. She prefers eating and playing video games to studying, which results in her notably poor grades. She also gets easily upset, whether by baseless insults or reasonable reprimands. It is very unlikely that she could be known as anything but a bad influence and a crybaby, but that begins to change when she meets a black cat.

Given a special brooch from the black cat named Luna, Usagi can use it to transform into a guardian of justice named Sailor Moon! She is now tasked to protect the Earth from all that is evil and to find both a missing princess and a sacred jewel known as the Mystical Silver Crystal. Whether she likes it or not, Usagi's beautiful transformation marks the start of meeting the mysterious Tuxedo Mask, fighting alongside new comrades, and learning to take responsibility in this acclaimed magical girl classic.

[Written by MAL Rewrite]","Bishoujo Senshi Sailor Moon won the 17th Kodansha Manga Award in the Shoujo category in 1993. The series has received critical acclaim, being credited with redefining the magical girl genre. As of 2022, over 46 million copies of the manga are in circulation. Bishoujo Senshi Sailor Moon was serialized in English by Tokyopop in their two magazines, MixxZine and Smile Magazine. The publisher later published the volumes from December 1, 1998, to September 18, 2001. It was republished by Kodansha Comics USA from September 13, 2011, to November 26, 2013, based on the Japanese shinsouban reprint. Kodansha Comics USA later re-released the series as Pretty Guardian Sailor Moon Eternal Edition based on the 20th anniversary kanzenban reprint. This edition includes new color pages, updated translations, and special holographic covers. The series has also been published in Polish by Japonica Polonica Fantastica since December 1, 2023; and in Brazilian Portuguese by Editora JBC in 12 volumes from April 2014 to March 2015. The series was adapted into multiple stage musicals, live-action series, video games, and other media, including theme park attractions, an ice skating show, and an idol pop group.",Nakayoshi,"Award Winning, Drama, Fantasy, Romance"
26736,Taiyou no Ie,8.19,98330,3481,"After her mother abandoned her and her father remarried, high schooler Mao Motomiya is left feeling like she doesn't have a place where she belongs. One night, her childhood friend Hiro Nakamura finds her in a shrine eating cheap convenience store food and offers to take her to a restaurant. Their subsequent heart to heart leads to Hiro suggesting that Mao move in with him.

To Hiro who has lived apart from his younger siblings all these years after their parents passed away, bringing his family back together in the once-lively Nakamura home begins with the first step of giving Mao a loving place to belong.

When Mao reluctantly accepts his invitation, she is surprised at how easy it is to settle in with her longtime friend. Now she must deal not only with mending her relationship with her father and helping the oldest Nakamura brother attain his goal, but also her growing feelings for Hiro.

[Written by MAL Rewrite]","Taiyou no Ie received the 38th Kodansha Manga Award for the shoujo manga category in 2014. The series received a drama CD adaptation bundled with limited edition of the fifth and sixth volume. The series was published digitally in English as House of the Sun by Kodansha Comics USA from February 28, 2017 to December 26, 2017.",Dessert,"Award Winning, Drama, Romance"
1320,The Ravages of Time,8.19,17290,493,"The Ravages of Time is an adaptation of Romance of the Three Kingdoms, showing the fortunes of Liu Bei, Cao Cao, the Sun family, and the Sima family. The Simas are a successful and rich merchant family, led by the young Sima Yi, who has shown a flair for spotting profitable business venture ever since a young age. The Sima family, however, possesses a sinister side as they command the Handicapped Warriors, a group of mercenary assassins reputed to be infallible.

(Source: Wikipedia)",,N/A,"Action, Adventure"
108495,NieR:Automata,8.19,13731,265,"In the NieR:Automata series:

1. Nagai Hanashi (Long Story Short)
2. Mijikai Hanashi (Short Story Long)
3. Shounen YoRHa (YoRHa Boys)","The first two volumes of NieR:Automata were published in English by VIZ Media from October 9, 2018 to April 9, 2019, and the third volume was published by Square Enix on October 27, 2020.",N/A,"Action, Fantasy, Sci-Fi"
70801,Dead Dead Demons Dededede Destruction,8.19,85514,2635,"When you look up at the sky, what do you see? A blue sky? Freedom? A hopeful future? The people of Tokyo see none of these. Instead, an ominous alien mothership looms overhead, engulfing the city skyscape.

Three years ago, they came. The arrival of the ""Invaders"" sparked the greatest war humanity had ever faced—one that threatened to end the world. The Japanese government scrambled to fight the Invaders. Weapons were mass-produced, sparking controversy and pacifist movements.

That day, everything changed. And yet, nothing has changed. Kadode Koyama and Ouran Nakagawa live their final days like they always have: going to school, playing with friends, and doing what any carefree high school girl would do.

As they grow up, they come to learn what it truly means to be an adult in a world where adults seem to be demons who only deceive and destroy. They come to learn the real threat to humanity is not the Invaders, but humanity itself.

[Written by MAL Rewrite]","Dead Dead Demons Dededede Destruction ranked 18th in the 2016 Kono Manga ga Sugoi! for the Male Readers division. The series won the 66th Shogakukan Manga Award in the General category in 2021, along with Hakozume: Koban Joshi no Gyakushuu. It also won the Excellence Award at the 25th Japan Media Arts Festival in 2022. The series was published in English by VIZ Media under the VIZ Signature imprint from April 17, 2018, to April 18, 2023. It was also published in Spanish by Norma Editorial from October 29, 2015, to August 4, 2023; in German by Tokyopop from May 2, 2016, to November 8, 2023; in Italian by Panini Comics from February 23, 2017, to September 29, 2022; and in Polish by Kotori since October 14, 2022.",Big Comic Spirits,"Award Winning, Drama, Sci-Fi"
121480,Yofukashi no Uta,8.19,113724,5392,"Kou Yamori seems like a typical middle school student on the surface. Relatively good at studies and amiable with his classmates, he puts a lot of effort into maintaining this facade. One day, however, he decides to stop pretending and quits school, developing insomnia as a result of having no daytime outlet for his energy. When taking walks alone at night, he feels marginally better, though he is aware that his inability to sleep should be considered a serious problem.

On one such walk, Kou meets a weird girl, Nazuna Nanakusa, who diagnoses the cause of his sleeplessness: despite making changes in his life, he is still holding himself back from experiencing true freedom. She says that he won't be able to sleep unless he is satisfied with how he spends his waking hours. When it appears that she has resolved his current worries, Nazuna invites him back to her apartment to share her futon. After a while, unaware that he is only feigning unconsciousness, she leans over him—and bites his neck!

[Written by MAL Rewrite]","Yofukashi no Uta was published in English as Call of the Night by VIZ Media under the Shonen Sunday imprint from April 13, 2021, to June 10, 2025, as well as simulpub through VIZ Manga. It was also published in Italian by Edizioni BD under the J-Pop imprint from May 18, 2022, to May 7, 2025. The series won the 68th Shogakukan Manga Award in the Shounen category in 2023, along with Ao no Orchestra.",Shounen Sunday,"Award Winning, Romance, Supernatural"
172605,Xiao Mogu,8.18,804,70,"In the year 2020, Earth's magnetic poles disappeared and humankind was nearly wiped out by cosmic radiation. Within the span of a hundred years, living creatures began to mutate and devour each other while the remaining humans, numbering in the tens of thousands, struggled bitterly in their man-made bases.

In the Abyss, home to the mutated xenogenics, there lived a sentient little mushroom. Because it had been nourished by the blood and flesh of the deceased human An Ze, not only did it take on a similar-looking human form, but a similar name as well: An Zhe.

An Zhe is determined to go to the human base to search for his spore, which had been harvested by humans. Once there, however, he faces the omnipresent risk of discovery and certain death as he tries to keep his non-human nature hidden from the Judges, whose responsibility is to inspect for and eliminate xenogenics like himself. And of all the Judges, Colonel Lu Feng is the most perceptive and merciless—as soon as he determines that someone is a xenogenic, he will execute that person on the spot.

But An Zhe's mutation goes undetected by Lu Feng's eyes, and so a tale of humans and xenogenics unfolds...

(Source: Peach Flower House)","Xiao Mogu began as a web novel on Jinjiang Wenxue Cheng (晋江文学城) where 89 chapters were released from October 22, 2019 to June 3, 2020. It was published in print by Beijing United Publishing Co., Ltd. (北京联合出版公司) on July 1, 2020. The series won the silver award for best original novel at the 2021 Xingyun Awards for Global Chinese Science Fiction (全球华语科幻星云奖). It was published in English as Little Mushroom by Peach Flower House from February 22, 2022 to January 9, 2023. After Peach Flower House went defunct, the series was relicensed by Seven Seas Entertainment.",N/A,"Boys Love, Sci-Fi"
104491,Bokura no Shokutaku,8.18,16647,331,"Yutaka Hozumi has always been bad at eating in the company of others, with people complaining that his presence makes mealtimes boring and food taste bad. While eating lunch alone one day, he is suddenly approached by a hungry little boy to whom he hands over the onigiri from his meal. When the boy's older brother shows up, Yutaka is introduced to Tane and Minoru Ueda—a pair of siblings with a significant age gap.

When Yutaka meets the brothers again, they ask to learn how to make his special rice balls; little Tane insists that they were the best he had ever eaten. Succumbing to Tane's adorable pleas and his own fear of the intimidating Minoru, Yutaka agrees to become their cooking teacher.

As lessons morph into meals, Yutaka and the siblings grow closer—but Tane and Minoru's close bond draws out uncomfortable memories for Yutaka, and there are feelings lurking beneath the surface of these group meals that were not initially apparent.

[Written by MAL Rewrite]","Bokura no Shokutaku was published in English as Our Dining Table by Seven Seas Entertainment on December 17, 2019. It was also released in Polish by Dango on July 25, 2017; and in Spanish by Editorial Kodai on November 22, 2020.",RuTile,"Boys Love, Slice of Life"
18792,Hana nomi zo Shiru,8.18,29301,719,"In a series of chance encounters, university students Youichi Arikawa and Shouta Misaki are brought together. When they meet very briefly for the first and second time, Arikawa is not wearing the proper lenses needed to correct his terrible eyesight. All he has to remember Misaki by is a fuzzy impression of his figure and a necklace with a glass flower pendant that he dropped before hurrying away. 

Even though they never introduced themselves, Arikawa dreams of Misaki repeatedly, somehow knowing what name to call out in his sleep. When he meets Misaki for a third time, now with clear vision, Arikawa finally sees his face and confirms his name. Although Arikawa is unsure why he is so strongly infatuated by this person, he knows for certain that he cherishes the man in his dreams, so he candidly confesses to Misaki! Can love at first sight strike as strangely as this?

[Written by MAL Rewrite]","Hana nomi zo Shiru has been published digitally in English by Digital Manga Guild as Only the Flower Knows since November 30, 2011.",Craft,"Boys Love, Drama, Romance, Erotica"
107875,Cheese in the Trap Season 3,8.18,11191,108,Third season of Cheese in the Trap.,"Cheese in the Trap Season 3 was published digitally in English by LINE Webtoon from August 14, 2016, to September 16, 2018.",Naver Webtoon,"Comedy, Mystery, Romance, Slice of Life"
45855,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,8.18,15859,368,"Izayoi Sakamaki, Asuka Kudou, and You Kasukabe have tremendous psychic powers and are bored with the regular world. An envelope arrives for each person, and when each opens their envelope, they are stunned to see the scenery around them change to a world they had never encountered before. They've been summoned by the Black Rabbit to help the community ""No Name"" to overthrow the Devil King.

(Source: Crunchyroll)",,N/A,"Action, Comedy, Fantasy"
3008,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.18,119938,5362,"Naples, 2001. Giorno Giovanna is a small-time crook with one big dream—to become a ""Gang-Star."" No ordinary thief, Giorno has a connection to the remarkable Joestar bloodline, and possesses a Stand named Gold Experience. His dream starts to become reality when he meets Bruno Bucciarati, a mobster from the gang Passione and a fellow Stand user himself. Realizing that they share similar ideals, and both disagree with the gang's harmful affairs, Giorno reveals his goal to Bruno: with Bruno's help, he will reform Passione by overthrowing the boss.

As Giorno becomes a member of Passione, and is inducted into Bruno's squad, he discovers that it is no simple gang; its numbers are teeming with Stand users. Now confronted by other squads of differing loyalties and unpredictable caliber, their goal to change the gang from the inside out will be a tough one. Taking on these adversaries, Giorno attempts to rise through the ranks and inch closer to the boss, a man who is shrouded in mystery. 

[Written by MAL Rewrite]","JoJo no Kimyou na Bouken Part 5: Ougon no Kaze was published in English as JoJo's Bizarre Adventure Part 5: Golden Wind by VIZ Media under the Shonen Jump imprint as 2-in-1 omnibus volumes from August 3, 2021, to August 22, 2023. It was published in Italian by Star Comics from July 1999 to August 2001. An action-adventure video game developed by Capcom was released in Japan on July 25, 2002, based on the series.",Shounen Jump (Weekly),"Action, Adventure"
132962,Boku ga Otto ni Deau made,8.18,8934,118,"On October 10, 2016, Ryousuke Nanasaki married the love of his life, Ryousuke. But the time leading up to this day was anything but easy. Feelings of self-hatred, heart-wrenching breakups, and coming out to his family—it was all an uphill battle.

Based on the autobiographical web essay of the same title, Boku ga Otto ni Deau made follows Nanasaki's life and his journey to discover a happy ending together with his husband.

[Written by MAL Rewrite]","Boku ga Otto ni Deau made is an adaptation of gay activist Ryousuke Nanasaki's autobiography of the same title. It was published in English as Until I Meet My Husband by Seven Seas Entertainment on June 21, 2022.",Bunshun Online,"Boys Love, Drama"
165540,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken: After the Rain,8.17,2774,45,"Highschooler Amane Fujimiya just started living alone but already has a strange neighbor. Right next door to him lives the most beautiful girl at school, the ""Angel"" known as Mahiru Shiina. Their curious relationship blossomed when Amane lends Mahiru an umbrella on a fateful rainy day. Once complete strangers, now neighbors, these teens find themselves gradually drawn to each other.

A collection of sweet, impatient moments of everyday life between a blunt boy and his cute neighbor.

(Source: Square Enix)",Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken: After the Rain adapts volume 5.5 from the original light novel. It has been published digitally in English as The Angel Next Door Spoils Me Rotten: After the Rain by Square Enix through Manga UP!,Manga UP!,"Comedy, Romance"
27231,Hirunaka no Ryuusei,8.17,97056,5600,"Suzume Yosano has spent the entire 15 years of her life in the countryside, so when her parents decide to move overseas for work and leave her with her uncle in Tokyo, she finds herself in a whole new environment. On the way to her uncle's house, however, she gets lost and faints.

Waking up safely at her uncle's house, she learns that a strange man had carried her there and that he happens to be an acquaintance of her uncle. Moreover, when Suzume goes to her new school for the first time, she discovers that the weird man in question, named Satsuki Shishio, is actually her homeroom teacher! Now, Suzume must adapt to her new school and make friends, since her blossoming high school life in the city has just begun!

[Written by MAL Rewrite]

Included one-shots:
Volume 5: Cookie Girl Cream Boy
Volume 6: Tsuyu Kaoru
Volume 7: Heroine no Ryuusei (Crossover one-shot with Heroine Shikkaku)
Volume 9: More than Words
Volume 11: Hibi Ryuusei (Crossover one-shot with Hibi Chouchou)","Hirunaka no Ryuusei was published in English as Daytime Shooting Star by VIZ Media under the Shojo Beat imprint from July 2, 2019 to May 4, 2021. The series was also published in Spanish by Planeta Comic from October 17, 2017 to January 23, 2020, and in Polish by Waneko from April 18, 2016 to February 21, 2018.",Margaret,Romance
9738,Higurashi no Naku Koro ni Kai: Matsuribayashi-hen,8.17,11248,177,"Miyoko Tanashi lived a charmed life with her parents, but after losing both of them in a devastating train accident, the life she knew was suddenly ripped away. Sent to a secluded orphanage in the mountains, she is subjected to inhumane abuse at the hands of her caretakers; escape is not an option since runaways are met with a fate far worse than death. But eventually, Miyoko manages to flee and receive aid from her father's mentor—a researcher named Dr. Hifumi Takano.

Adopted by Hifumi and finally free from her hell, Miyoko takes on a different identity to go along with her new life. When Hifumi's research on a mysterious disease in a mountain village is ridiculed, Miyoko makes it her life's work to prove that the disease truly exists. However, her mission soon turns into a deadly obsession once she arrives in the village, as she is more than willing to prove the doctor's findings by any means necessary...

In the conclusion to the Higurashi story, warring fates and indomitable wills clash in this final confrontation in June of 1983.

[Written MAL Rewrite]","Higurashi no Naku Koro ni Kai: Matsuribayashi-hen was published as 2-in-1 omnibus edition's in English as Higurashi When They Cry: Festival Accompanying Arc by Yen Press from June 25, 2013 to April 22, 2014. Yen Press also published the manga digitally per volume from April 22, 2014 to April 29, 2014.",Gangan Powered,"Drama, Horror, Mystery"
41865,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori,8.17,15724,398,"The year is 2001. Through the sacrifices of many in Part 5—Golden Wind, Giorno Giovanna and his team have defeated the boss of the crime syndicate Passione. However, for one member who split off from the team halfway, Pannacotta Fugo, his story is far from over. Giorno, who now leads Passione, wishes to clean up the negative legacy left by the former boss by eliminating the organization's drug branch. He assigns the job to Fugo, who can either accept the shot at redemption or face the consequences.

(Source: VIZ Media)",Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori was one of three novels released in celebration of the 25th anniversary of the JoJo no Kimyou na Bouken series.,N/A,"Action, Adventure"
3715,The One,8.17,23519,867,"Cane Lele was born into the fashion industry. Her mother, Ye Feii, was Taiwan's top model, and her father was also a model, until a tragic airplane crash left Lele without parents.

Therefore it is no surprise that Lele hates the industry, thinking it superficial and unnecessary. Raised by her paternal grandmother, Lele reaches seventeen before she is sucked in by her mother's sister, Ye Feihung, a fashion agent (and former model) who ""convinces"" the reluctant Lele to pose. Lele is averse to the whole idea, until she sees a photo shoot of popular American model Angus Lanson, and she begins to see modeling as an art form.

When Aunt Feihung's magazine editor invites Angus Lanson to a meeting of all the top fashion ambassadors, Lele is invited along and is curious to meet Angus. She does not know that Angus' twin elder brother, Eros Lanson, is secretly accompanying his brother. This obviously leads to confusion and is the start of a charming story of Lele's goals: Fashion in New York city, becoming a top model, and love? 

(Source: ShoujoMagic)",,Star☆Girls,"Drama, Romance"
3520,Totally Captivated,8.17,19255,747,"Jung Ewon has always let his curiosity get the best of him, but even he could not have predicted that his latest venture would lead to him working for the mafia.

After cheating on his boyfriend, Shin Jiho, and consequently being dumped, Ewon wishes for nothing more than for the two of them to reconcile. However, trouble occurs when Jiho's new boyfriend, the handsome Eun Mookyul, begins to take an interest in him. Finding Ewon attractive and intriguing, Mookyul, a mafia boss, decides that he wants Ewon to become his underling—and it's just as terrible as the latter expected.

As the new errand boy in Mookyul's gang, Ewon must now learn to navigate the dangerous world of the mafia all while resisting the advances of his ex-boyfriend's new lover. In order to survive, Ewon will have to prevent his curiosity from winning out once more. Should he give in to his desires, he will risk more than just another heartbreak.

[Written by MAL Rewrite]","Totally Captivated was published in English by Netcomics from February 2, 2008 to May 1, 2009. It has been published in Polish by Kotori since March 2016.",N/A,"Action, Boys Love, Comedy, Drama, Erotica"
3042,Soredemo Machi wa Mawatteiru,8.17,11745,435,"Hotori Arashiyama is an average high school girl; that is, if the definition of ""average"" includes having an obsession with detective novels and working at a maid cafe to pay off an enormous debt incurred from years of eating ""free"" curry. Whenever she is not working, she can be seen hanging out with her friends, taking care of her younger siblings, or annoying her math teacher. However, while she lives the fairly run-of-the-mill life of a teenager, she is no stranger to the paranormal and unexplained.

Sprinkled in with Hotori's everyday antics are occasional run-ins with the supernatural—including taking an unexpected tour of Heaven, discovering a ray gun that creates giant holes, and accidentally interfering in a dispute between some aliens. In addition, she tends to spontaneously investigate cases that strike her fancy, like uncovering the true purpose of some paintings left in a will, identifying a strange man walking the hospital grounds, and going on a treasure hunt in a far-off village.

Hotori manages to find herself in the middle of some strange circumstances, and yet the town moves on in spite of the oddity of it all.

[Written by MAL Rewrite]","Soredemo Machi wa Mawatteiru won the Excellence Award in the Manga Division at the 17th Japan Media Arts Festival in 2013. In 2018, the manga was also awarded the Seiun Award for Best Comic, and ranked 20th in the Kono Manga ga Sugoi! for the Male Readers division. The series was published digitally in English as And Yet, The Town Moves by Crunchyroll. It was also published as SoreMachi: And Yet the Town Moves by Shonen Gahosha through Manga Planet from May 20, 2020, to May 26, 2021. The manga was published in Italian by GP Publishing from June 23, 2012, to October 20, 2012—with the company only publishing the first three volumes.",Young King OURs,"Award Winning, Slice of Life"
25409,High School DxD,8.17,36345,2142,"Perverted youth Issei Hyoudou's dreams seem to come true when the beautiful Yuuma Amano asks him out on a date. But when she reveals her identity as a fallen angel and tries to kill Issei, his death seems imminent—until an upperclassman named Rias Gremory rescues him. When he wakes up again, she reveals herself to be a devil. In order to save Issei, she reincarnated him as one of her kind, making him her new servant.

This turn of events thrusts Issei into the world of the supernatural. As he is introduced to the various devils in the Occult Research Club at his high school, he must learn to adapt to this new world filled with devils and fallen angels. Setting his sights on becoming powerful, he must decide what is truly important to him as he comes to realize that the life of a devil is not an easy one.

[Written by MAL Rewrite]","High School DxD has been published in English by Yen Press under the Yen On imprint since October 20, 2020.",N/A,"Comedy, Fantasy, Romance, Supernatural, Ecchi"
124483,Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii,8.17,14014,236,"Some gyarus have decided to use Imaizumi's house as a gathering spot to play video games and eat snacks. When Reina gets bored with video games, she sets her sights on another toy in the house: Imaizumi himself...

(Source: Irodori Comics)",Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii has been published in English as Imaizumi Brings All The Gyarus To His House by Irodori Comics.,N/A,Hentai
112694,Fushigi Neko no Kyuu-chan,8.17,9520,262,"There's more to this kitty than meets the eye! Kyuu-chan loves snacks, cuddles, and bow ties, but most of all loves Hinata, the young professional who adopted this mischievous wonder cat into his home. As the two adjust to life together, they discover that they have a lot to learn from each other.

The ordinary and the extraordinary live side by side in this delightful slice-of-life manga!

(Source: Seven Seas Entertainment)","Fushigi Neko no Kyuu-chan was published in English as Wonder Cat Kyuu-chan by Seven Seas Entertainment from March 9, 2021 to August 1, 2023.",twi4,"Comedy, Slice of Life"
